,Model_Name,Price,CC,Mileage,Weight
2763,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2764,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2765,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2766,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2767,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2768,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2769,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2770,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2771,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2772,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2773,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2774,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2775,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2776,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2777,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2778,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2779,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2780,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2781,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2782,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2783,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2784,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2785,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2786,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2787,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2788,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2789,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2790,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2791,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2792,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2793,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2794,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2795,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2796,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2797,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2798,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2799,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2800,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2801,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2802,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2803,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2804,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2805,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2806,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2807,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2808,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2809,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2810,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2811,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2812,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2813,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2814,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2815,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2816,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2817,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2818,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2819,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2820,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2821,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2822,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2823,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2824,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2825,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2826,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2827,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2828,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2829,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2830,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2831,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2832,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2833,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2834,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2835,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2836,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2837,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2838,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2839,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2840,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2841,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2842,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2843,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2844,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2845,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2846,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2847,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2848,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2849,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2850,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2851,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2852,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2853,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2854,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2855,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2856,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2857,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2858,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2859,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2860,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2861,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2862,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2863,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2864,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2865,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2866,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2867,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2868,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2869,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2870,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2871,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2872,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2873,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2874,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2875,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2876,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2877,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2878,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2879,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2880,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2881,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2882,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2883,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2884,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2885,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2886,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2887,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2888,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2889,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2890,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2891,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2892,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2893,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2894,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2895,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2896,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2897,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2898,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2899,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2900,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2901,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2902,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2903,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2904,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2905,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2906,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2907,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2908,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2909,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2910,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2911,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2912,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2913,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2914,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2915,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2916,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2917,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2918,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2919,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2920,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2921,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2922,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2923,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2924,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2925,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2926,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2927,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2928,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2929,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2930,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2931,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2932,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2933,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2934,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2935,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2936,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2937,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2938,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2939,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2940,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2941,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2942,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2943,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2944,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2945,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2946,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2947,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2948,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2949,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2950,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2951,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2952,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2953,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2954,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2955,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2956,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2957,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2958,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2959,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2960,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2961,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2962,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2963,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2964,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2965,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2966,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2967,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2968,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2969,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2970,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2971,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2972,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2973,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2974,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2975,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2976,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2977,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2978,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2979,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2980,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2981,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2982,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2983,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2984,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2985,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2986,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2987,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
2988,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
2989,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
2990,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
2991,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
2992,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
2993,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
2994,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
2995,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
2996,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
2997,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
2998,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
2999,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3000,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3001,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3002,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3003,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3004,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3005,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3006,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3007,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3008,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3009,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3010,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3011,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3012,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3013,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3014,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3015,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3016,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3017,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3018,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3019,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3020,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3021,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3022,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3023,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3024,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3025,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3026,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3027,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3028,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3029,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3030,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3031,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3032,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3033,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3034,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3035,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3036,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3037,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3038,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3039,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3040,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3041,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3042,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3043,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3044,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3045,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3046,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3047,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3048,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3049,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3050,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3051,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3052,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3053,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3054,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3055,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3056,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3057,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3058,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3059,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3060,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3061,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3062,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3063,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3064,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3065,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3066,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3067,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3068,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3069,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3070,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3071,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3072,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3073,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3074,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3075,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3076,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3077,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3078,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3079,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3080,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3081,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3082,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3083,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3084,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3085,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3086,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3087,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3088,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3089,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3090,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3091,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3092,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3093,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3094,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3095,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3096,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3097,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3098,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3099,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3100,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3101,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3102,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3103,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3104,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3105,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3106,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3107,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3108,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3109,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3110,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3111,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3112,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3113,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3114,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3115,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3116,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3117,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3118,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3119,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3120,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3121,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3122,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3123,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3124,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3125,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
3126,Honda CB Shine,72787,124.7 CC,65 Km/l,114 Kg
3127,Honda Activa 6G,69645,109.5 CC,45 Km/l,107 Kg
3128,Royal Enfield Classic 350,184374,349.0 CC,37 Km/l,195 Kg
3129,Yamaha MT-15,144900,155.0 CC,48 Km/l,138 Kg
3130,Honda Dio,64510,109.5 CC,55 Km/l,103 Kg
3131,Honda SP 125,78381,124.0 CC,65 Km/l,117 Kg
3132,Hero HF Deluxe,48950,97.2 CC,83 Km/l,109 Kg
3133,Royal Enfield Himalayan,210784,411.0 CC,45 Km/l,191 Kg
3134,Royal Enfield Classic Chrome,188868,499.0 CC,27 Km/l,194 Kg
3135,Royal Enfield Meteor 350,205844,349.0 CC,41.88 Km/l,183 Kg
3136,Royal Enfield Bullet 350,127094,346.0 CC,45 Km/l,183 Kg
3137,Hero Splendor +,69380,97.2 CC,70 Km/l,110 Kg
